step,amount,newbalanceOrig,newbalanceDest,isFraud,type_CASH_OUT,type_TRANSFER
136,445227.51,0.0,1443516.88,0,1,0
33,166898.48,0.0,12641394.51,0,1,0
164,150329.41,0.0,2711401.98,0,1,0
163,276227.66,0.0,771088.85,0,1,0
351,34248.48,0.0,2421723.67,0,1,0
164,165607.89,0.0,706153.41,0,1,0
471,72527.83,0.0,1893138.12,0,1,0
305,73660.2,0.0,994131.29,0,1,0
374,184051.69,0.0,1182219.49,0,1,0
19,127345.11,178008.01,126925.36,0,1,0
309,1444902.68,0.0,3498418.8,0,0,1
324,230902.71,0.0,1208623.96,0,1,0
157,99440.14,0.0,1228860.3,0,1,0
687,108479.36,0.0,218971.72,0,1,0
369,332585.58,0.0,332585.58,0,1,0
7,16921.29,45564.87,354023.23,0,1,0
396,86067.94,0.0,179698.05,0,1,0
301,165848.47,0.0,629871.61,0,0,1
204,204464.46,0.0,1020455.62,0,1,0
327,184402.58,0.0,4138562.16,0,1,0
186,5625.99,0.0,4540780.23,0,1,0
396,141344.18,0.0,1120346.64,0,1,0
257,176438.31,0.0,176438.31,0,1,0
282,168863.08,0.0,168863.08,0,1,0
160,664784.27,0.0,2024744.93,0,0,1
10,32353.79,761.21,0.0,0,1,0
276,124677.71,0.0,475978.42,0,1,0
354,206712.01,0.0,2019839.09,0,1,0
163,22807.86,0.0,120601.48,0,1,0
307,167225.0,0.0,4255313.23,0,1,0
259,26199.54,93815.46,26199.54,0,1,0
202,1021717.8,0.0,4050063.7,0,0,1
235,135319.37,0.0,4700506.75,0,1,0
215,2238354.37,0.0,5842382.77,0,0,1
230,29494.33,0.0,3212796.08,0,1,0
281,337141.08,0.0,1009934.63,0,1,0
228,577756.45,0.0,2039551.65,0,0,1
254,301443.28,0.0,301443.28,0,1,0
212,64513.27,0.0,3718232.26,0,1,0
298,1416299.31,0.0,1416299.31,0,0,1
157,162415.57,0.0,719286.29,0,1,0
33,204681.09,0.0,419983.08,0,1,0
284,122978.47,0.0,419762.84,0,1,0
592,102012.42,0.0,621724.51,0,1,0
256,278312.46,0.0,5517494.17,0,0,1
322,322886.03,0.0,322886.03,0,1,0
162,70510.15,0.0,1295543.94,0,1,0
402,19374.88,0.0,432853.97,0,1,0
131,155199.25,0.0,4322195.96,0,1,0
253,210609.26,0.0,2017432.84,0,1,0
687,130415.86,0.0,234296.72,0,1,0
401,404208.98,0.0,404208.98,0,1,0
522,24205.35,0.0,176680.48,0,1,0
406,94509.99,0.0,2661553.78,0,1,0
38,430640.42,0.0,430640.42,0,1,0
306,248984.31,0.0,248984.31,0,1,0
375,468473.68,0.0,750753.04,0,1,0
17,85312.44,0.0,88065.93,0,1,0
44,99915.07,0.0,265840.99,0,1,0
283,166153.6,0.0,397229.12,0,1,0
378,81412.46,0.0,244775.37,0,1,0
587,3625333.36,0.0,3720299.0,0,0,1
371,42946.4,0.0,434482.04,0,1,0
257,6516.63,0.0,128640.24,0,1,0
131,1681.46,100834.54,1681.46,0,1,0
325,175524.2,0.0,10432404.85,0,0,1
277,66748.91,39263.09,129238.83,0,1,0
41,309920.2,0.0,1027435.1,0,1,0
181,26199.69,0.0,4232604.71,0,1,0
379,294225.92,0.0,2799006.93,0,1,0
182,52643.59,0.0,243767.27,0,1,0
181,50410.75,10236.25,113114.95,0,1,0
13,335590.88,0.0,1057848.04,0,1,0
131,43395.84,0.0,1388369.03,0,1,0
217,309974.23,0.0,2975897.82,0,1,0
378,154332.37,484141.63,4338126.06,0,1,0
158,82356.81,0.0,449999.75,0,1,0
355,377416.79,0.0,377416.79,0,1,0
235,271203.08,0.0,1630716.59,0,1,0
18,12388.17,0.0,3452449.32,0,1,0
328,285530.36,0.0,1178304.8,0,1,0
190,128649.05,0.0,958714.16,0,1,0
379,127186.56,0.0,561147.27,0,1,0
279,12015.85,0.0,164494.13,0,1,0
284,2024369.82,0.0,8732761.06,0,0,1
134,251378.32,0.0,359132.7,0,1,0
311,249710.86,0.0,716695.46,0,1,0
158,59624.66,184921.34,1441967.05,0,1,0
402,97746.48,0.0,901903.34,0,0,1
19,955492.11,0.0,6054246.8,0,0,1
15,209553.85,0.0,6014630.19,0,1,0
331,306176.28,0.0,11277806.34,0,1,0
394,234821.56,0.0,1618700.17,0,1,0
209,80961.67,0.0,582402.88,0,0,1
305,330930.6,0.0,330930.6,0,1,0
277,289593.03,0.0,3247212.38,0,1,0
139,124435.91,0.0,414482.83,0,1,0
162,221424.47,0.0,221424.47,0,1,0
260,34661.9,73014.88,3232197.49,0,1,0
356,52593.11,0.0,128243.04,0,1,0
404,27514.09,23503.91,180123.63,0,1,0
379,73336.22,0.0,73336.22,0,1,0
283,171849.64,0.0,440278.06,0,1,0
382,466027.72,0.0,935850.83,0,0,1
183,254650.79,0.0,580007.32,0,1,0
181,14404.71,0.0,443973.46,0,1,0
281,98590.27,0.0,8690462.13,0,1,0
204,149924.86,0.0,209165.78,0,1,0
185,33518.58,0.0,1087376.05,0,1,0
17,224394.41,0.0,236465.86,0,1,0
37,255771.38,0.0,1216228.51,0,1,0
311,210806.21,0.0,210806.21,0,1,0
383,414476.08,0.0,2097382.78,0,0,1
134,14207.84,0.0,124106.88,0,1,0
378,26480.84,279720.13,458486.0,0,1,0
12,27906.68,28579.32,48856.43,0,0,1
12,155787.65,0.0,1825231.7,0,1,0
231,223876.88,0.0,462896.94,0,1,0
42,102842.34,0.0,465645.26,0,1,0
42,94021.28,0.0,169849.37,0,1,0
283,274251.15,0.0,2561375.88,0,1,0
346,1324941.74,0.0,2731436.84,0,0,1
281,319926.39,0.0,821117.87,0,1,0
10,448780.57,0.0,2394878.11,0,1,0
158,282705.86,0.0,1725926.38,0,1,0
207,88093.39,0.0,654730.01,0,1,0
301,168775.34,0.0,4589030.33,0,1,0
307,298996.95,0.0,923146.16,0,1,0
275,741754.47,0.0,741754.47,0,0,1
518,112909.45,0.0,1772080.41,0,1,0
325,106130.24,0.0,363611.37,0,1,0
194,181866.14,0.0,540848.44,0,0,1
233,140367.31,0.0,1977487.77,0,1,0
327,324188.63,0.0,2077690.46,0,1,0
211,42145.8,0.0,210523.01,0,1,0
35,100803.49,0.0,1353154.89,0,1,0
162,256567.32,0.0,11438394.46,0,1,0
160,45915.59,0.0,45915.59,0,1,0
332,106387.49,0.0,1108915.64,0,1,0
300,500291.66,0.0,519382.12,0,1,0
259,289933.27,0.0,2909223.35,0,1,0
211,176628.31,0.0,687686.86,0,0,1
39,474744.01,0.0,523371.86,0,1,0
189,145252.66,0.0,4716621.45,0,1,0
402,2580.41,0.0,2453522.68,0,1,0
234,138200.21,211821.79,592717.43,0,1,0
185,180851.36,0.0,11249.1,0,1,0
166,95073.41,0.0,344364.65,0,1,0
544,283056.15,0.0,514114.25,0,1,0
135,122242.08,0.0,122242.08,0,1,0
351,165245.93,0.0,1114951.91,0,0,1
10,625184.07,0.0,1353494.5,0,0,1
159,36944.97,0.0,4796914.58,0,1,0
15,85410.53,0.0,1499570.26,0,1,0
305,71318.52,0.0,759094.74,0,1,0
164,99719.29,0.0,224949.63,0,1,0
213,246090.93,0.0,1681393.14,0,1,0
398,379824.52,0.0,430523.98,0,1,0
164,11246.24,0.0,56456.1,0,1,0
323,493247.74,0.0,958586.14,0,1,0
18,182002.63,0.0,365895.07,0,1,0
188,280520.65,0.0,2649430.8,0,0,1
370,294365.57,0.0,2703787.74,0,1,0
185,320096.61,0.0,824434.79,0,1,0
252,265505.51,0.0,888186.95,0,1,0
189,276429.45,0.0,1238966.62,0,1,0
254,397833.54,0.0,397833.54,0,1,0
207,358404.38,0.0,1077856.56,0,1,0
204,430986.23,0.0,2342126.97,0,0,1
164,126128.12,0.0,126128.12,0,1,0
40,24190.01,0.0,1971002.14,0,1,0
259,304808.48,0.0,931673.61,0,1,0
42,7264.72,452924.28,7264.72,0,1,0
19,290930.84,0.0,1140484.04,0,1,0
307,1365161.65,0.0,2501477.85,0,0,1
233,903904.84,0.0,17560882.44,0,0,1
397,215276.95,0.0,836937.55,0,1,0
228,432511.0,0.0,777969.73,0,1,0
235,124633.54,0.0,2170215.17,0,1,0
141,137287.4,0.0,137287.4,0,1,0
588,354231.34,0.0,551845.74,0,1,0
355,103808.42,4127.58,196504.13,0,1,0
40,101560.63,0.0,967412.53,0,1,0
347,130075.25,0.0,1502077.57,0,1,0
18,112102.73,0.0,512077.23,0,1,0
160,641169.19,0.0,3086715.74,0,0,1
306,108818.19,64028.99,322991.82,0,1,0
40,200662.56,0.0,2168241.77,0,1,0
182,152673.08,0.0,215860.22,0,1,0
228,354274.07,0.0,434744.02,0,1,0
186,334119.36,0.0,2285871.71,0,1,0
681,69416.68,0.0,369299.16,0,0,1
399,103973.62,0.0,457504.76,0,1,0
10,400565.62,850302.35,1354901.49,0,1,0
308,127781.04,0.0,940630.35,0,1,0
331,37901.25,0.0,112945.09,0,1,0
236,27086.31,38767.69,209223.7,0,1,0
277,358200.65,0.0,1150007.18,0,1,0
376,3632598.5,0.0,3790296.89,0,0,1
687,138965.18,0.0,297837.66,0,1,0
7,317213.98,0.0,11875848.5,0,1,0
130,498928.17,0.0,2123446.4,0,0,1
617,159770.78,0.0,1338020.83,0,1,0
186,138656.55,0.0,892786.43,0,1,0
283,201.3,29776.7,358512.76,0,1,0
43,223118.92,0.0,223118.92,0,1,0
164,222508.19,0.0,5996298.14,0,0,1
44,17246.04,0.0,413992.71,0,1,0
178,43349.37,0.0,1072780.85,0,1,0
326,3876419.58,0.0,10908995.23,0,0,1
332,10217.95,44489.05,206294.2,0,1,0
154,137626.94,0.0,610940.09,0,1,0
35,1062529.53,0.0,3477294.4,0,0,1
227,337806.14,0.0,1742235.38,0,0,1
330,288019.99,0.0,288019.99,0,1,0
207,108351.61,0.0,941324.01,0,1,0
282,2182271.76,0.0,4402746.22,0,0,1
189,59122.54,0.0,733789.21,0,1,0
371,118679.72,0.0,251694.85,0,1,0
21,431001.53,0.0,2537493.14,0,1,0
309,178777.46,0.0,739835.29,0,1,0
232,301894.73,0.0,301894.73,0,1,0
190,136072.14,0.0,591604.16,0,1,0
229,68872.85,0.0,355413.51,0,1,0
235,401182.38,0.0,4478367.86,0,1,0
236,63643.56,0.0,2140772.31,0,1,0
184,133460.62,0.0,14308142.54,0,0,1
36,247834.65,0.0,1163676.3,0,1,0
183,165560.85,0.0,165560.85,0,1,0
307,103690.41,452631.07,2947402.44,0,1,0
358,395468.2,0.0,3084516.29,0,0,1
204,266757.1,0.0,769836.75,0,0,1
15,129384.88,0.0,40185.37,0,1,0
165,125738.25,0.0,416254.74,0,1,0
522,126935.88,0.0,1083545.67,0,1,0
140,71767.31,0.0,177751.48,0,1,0
500,85105.86,0.0,6931155.36,0,1,0
154,17976.47,2264.53,527915.26,0,1,0
13,99892.61,0.0,790138.76,0,1,0
347,12951.31,69842.69,682172.83,0,1,0
283,127013.93,0.0,335138.22,0,1,0
181,30278.93,0.0,30278.93,0,1,0
231,194279.12,0.0,194279.12,0,1,0
334,530485.77,0.0,2791916.34,0,0,1
303,509496.34,0.0,792306.33,0,1,0
228,270108.06,0.0,1782167.41,0,1,0
402,212151.84,0.0,3879592.22,0,1,0
590,315365.61,0.0,1093947.38,0,1,0
17,162415.02,237294.98,172960.65,0,1,0
250,1634150.28,0.0,2093553.87,0,0,1
379,203972.13,0.0,217730.39,0,1,0
13,215312.81,0.0,215312.81,0,1,0
178,73194.0,0.0,115766.94,0,1,0
372,63130.24,0.0,728851.89,0,1,0
24,508637.55,0.0,2518851.11,0,0,1
158,69383.1,0.0,69383.1,0,0,1
18,465934.69,0.0,887778.51,0,1,0
161,87390.94,0.0,3066689.07,0,1,0
304,79400.6,863200.4,2420423.86,0,1,0
164,238410.73,0.0,1729482.22,0,1,0
15,226029.27,0.0,1048818.34,0,1,0
165,168380.22,0.0,958769.63,0,1,0
380,144182.44,0.0,280383.83,0,1,0
300,40396.48,0.0,3152459.77,0,1,0
331,77342.16,0.0,724360.31,0,1,0
206,47065.81,0.0,47065.81,0,1,0
14,6451.46,0.0,153228.17,0,1,0
160,32895.43,0.0,13186762.48,0,1,0
37,87358.91,0.0,1736721.65,0,1,0
210,59843.9,0.0,825858.9,0,0,1
203,89044.59,0.0,9647364.65,0,1,0
346,60233.62,0.0,170231.82,0,1,0
188,1499744.48,0.0,1521035.34,0,0,1
178,28661.93,0.0,251640.51,0,1,0
322,256899.01,0.0,862253.6,0,1,0
179,4501.66,56039.34,555458.76,0,1,0
325,138710.36,0.0,566208.41,0,1,0
324,1619908.0,0.0,4195444.64,0,0,1
40,102979.62,59485.23,218152.67,0,1,0
404,25060.49,0.0,139510.24,0,1,0
590,329303.43,0.0,6152595.04,0,1,0
18,189169.7,0.0,1409138.11,0,1,0
284,132472.6,0.0,4121110.46,0,1,0
134,344759.5,0.0,1123677.62,0,1,0
202,103667.99,0.0,145469.96,0,1,0
129,174829.1,175912.9,1145321.66,0,1,0
355,38284.41,0.0,1141346.95,0,1,0
278,207525.76,0.0,207525.76,0,1,0
277,610977.31,0.0,1241481.97,0,0,1
12,61276.72,0.0,61921.9,0,1,0
13,377891.31,0.0,2996469.05,0,1,0
423,148834.77,796343.23,541422.99,0,1,0
179,65605.37,19694.63,65605.37,0,1,0
372,99109.62,204618.38,281495.39,0,1,0
225,82650.8,0.0,131360.07,0,1,0
455,891621.18,0.0,2177169.95,0,0,1
252,1859917.05,0.0,4127963.73,0,0,1
234,433515.95,0.0,786616.19,0,1,0
143,9988.66,0.0,77404.08,0,1,0
301,412784.2,0.0,2106661.13,0,1,0
18,941013.31,0.0,1971731.58,0,0,1
189,5462.17,58872.83,358120.85,0,0,1
44,129754.0,0.0,1539188.21,0,1,0
397,5101.18,0.0,72388.93,0,1,0
17,303479.77,0.0,898693.77,0,1,0
279,706327.06,0.0,706327.06,0,0,1
260,206569.19,0.0,385801.54,0,1,0
35,110251.46,0.0,4313846.96,0,1,0
254,183471.21,0.0,938797.51,0,1,0
303,34742.93,159314.07,287129.34,0,1,0
205,856432.88,0.0,8506683.23,0,0,1
37,376918.59,0.0,466130.56,0,1,0
226,113702.05,0.0,482435.75,0,1,0
348,232975.27,0.0,547527.7,0,1,0
207,183125.54,0.0,1101460.45,0,1,0
231,621647.53,0.0,1414202.0,0,0,1
139,22492.03,0.0,6096075.67,0,1,0
185,1641550.27,0.0,1641550.27,0,0,1
212,13102.35,9110.65,13102.35,0,1,0
232,22361.84,0.0,1110858.95,0,1,0
136,312575.05,0.0,312575.05,0,1,0
256,50314.77,0.0,267658.93,0,1,0
186,235499.63,0.0,1378016.39,0,1,0
469,103732.66,0.0,103732.66,0,1,0
18,3891.88,37240.12,1392630.89,0,1,0
709,202014.38,0.0,259777.17,0,1,0
17,76237.73,0.0,549698.24,0,1,0
331,96657.35,0.0,3175466.28,0,1,0
377,123299.22,0.0,514858.07,0,1,0
214,55447.71,0.0,831765.54,0,1,0
274,173313.75,0.0,7671294.09,0,1,0
158,68184.38,0.0,68184.38,0,1,0
355,243907.47,0.0,1180733.82,0,1,0
514,45814.58,0.0,1948861.99,0,1,0
45,160235.24,0.0,696429.93,0,1,0
189,30398.52,0.0,309019.07,0,1,0
16,396596.79,0.0,7961295.23,0,1,0
134,134889.34,0.0,8739891.69,0,1,0
596,210889.43,0.0,461345.91,0,0,1
139,132750.87,0.0,679485.04,0,1,0
38,410629.51,178508.03,9517393.19,0,1,0
403,135847.92,0.0,548924.71,0,1,0
15,150904.55,0.0,405422.49,0,1,0
332,294726.17,325893.83,1390773.84,0,1,0
306,83021.96,0.0,112300.02,0,1,0
10,366091.17,12967.62,3257099.61,0,1,0
228,324562.45,0.0,660420.16,0,1,0
139,106506.69,0.0,346169.62,0,1,0
283,21148.97,78067.03,2123117.78,0,1,0
134,100605.05,0.0,529739.26,0,1,0
227,1685345.52,0.0,2329825.79,0,0,1
179,50980.39,0.0,225750.33,0,1,0
330,349786.01,0.0,860665.65,0,1,0
129,191145.56,0.0,528378.47,0,1,0
185,111415.54,0.0,1923456.83,0,1,0
186,221438.64,0.0,221438.64,0,1,0
226,164458.76,0.0,209681.09,0,1,0
349,280517.73,0.0,531719.89,0,1,0
154,218782.72,0.0,648112.09,0,1,0
238,221368.0,0.0,221368.0,0,0,1
355,2613135.55,0.0,2621008.25,0,0,1
257,111774.84,0.0,415990.24,0,1,0
301,26553.81,79905.19,663422.33,0,1,0
15,258651.96,0.0,663154.93,0,1,0
358,103473.16,0.0,8203786.55,0,0,1
356,124797.04,0.0,1234038.93,0,1,0
297,1270000.88,0.0,5631709.02,0,0,1
181,55999.75,0.0,272411.83,0,1,0
356,615096.58,0.0,1194625.1,0,0,1
9,82356.16,0.0,176969.79,0,1,0
283,12106.98,299678.02,225388.68,0,1,0
522,150262.74,0.0,241416.67,0,1,0
278,444164.83,0.0,9251733.89,0,1,0
259,478687.68,0.0,1274867.82,0,0,1
329,364130.3,0.0,1530579.0,0,1,0
10,57268.44,0.0,76072.44,0,1,0
380,202231.69,0.0,667521.64,0,1,0
250,24074.82,0.0,162057.91,0,1,0
201,184324.15,338071.85,184324.15,0,1,0
374,3270.2,0.0,78124.53,0,1,0
284,104467.75,0.0,184710.97,0,1,0
259,195719.39,0.0,725372.12,0,1,0
164,520827.11,0.0,2121437.27,0,1,0
371,136873.96,0.0,211933.7,0,1,0
379,138884.42,0.0,11274394.07,0,1,0
380,3314607.61,0.0,9767355.49,0,0,1
234,34440.8,0.0,208597.76,0,0,1
375,173714.11,0.0,173714.11,0,1,0
596,281176.81,69464.19,783881.38,0,1,0
15,235420.67,0.0,665290.94,0,1,0
376,144011.77,0.0,144011.77,0,1,0
302,515271.65,0.0,3069109.28,0,1,0
19,334648.88,0.0,349228.92,0,1,0
278,336721.63,0.0,920671.33,0,1,0
403,119645.24,0.0,317534.37,0,1,0
41,82564.49,0.0,664535.83,0,1,0
133,167252.97,0.0,1980927.08,0,1,0
300,240741.52,0.0,4260328.23,0,1,0
640,330958.95,0.0,1792389.19,0,0,1
403,261897.4,0.0,1377531.53,0,0,1
373,97335.98,0.0,3317604.37,0,1,0
283,18906.96,422472.66,5304714.59,0,1,0
514,111253.94,0.0,2639163.63,0,1,0
402,287333.14,0.0,617253.52,0,1,0
182,749705.37,0.0,5773990.76,0,0,1
177,120682.93,0.0,1160519.21,0,1,0
297,166699.21,0.0,775828.23,0,1,0
670,462888.86,0.0,4373421.82,0,1,0
206,248693.64,0.0,296893.54,0,1,0
209,50174.65,0.0,50174.65,0,1,0
139,411473.8,0.0,2625243.18,0,1,0
374,434633.97,0.0,434633.97,0,1,0
164,187271.9,0.0,632405.12,0,1,0
399,100156.97,0.0,1511213.31,0,1,0
228,76891.44,0.0,195477.91,0,1,0
130,102161.53,0.0,402445.55,0,1,0
207,110.21,0.0,105310.39,0,1,0
227,120228.53,0.0,3359418.37,0,1,0
138,126288.79,0.0,1137343.52,0,1,0
225,296590.85,0.0,2678223.08,0,0,1
226,30170.81,0.0,10765002.25,0,1,0
298,111791.4,0.0,111791.4,0,1,0
135,381833.04,0.0,1104598.31,0,1,0
595,763983.34,0.0,1131863.88,0,0,1
374,35529.61,0.0,2433656.6,0,1,0
181,45357.96,0.0,72551.1,0,1,0
18,38029.56,0.0,6222751.34,0,1,0
522,6099.16,0.0,750888.47,0,1,0
277,229271.72,0.0,469066.77,0,1,0
94,256947.96,0.0,2104219.37,0,1,0
374,390052.23,0.0,390052.23,0,1,0
212,123454.32,0.0,742861.5,0,1,0
252,780640.53,0.0,2553738.11,0,0,1
380,560384.16,0.0,1409670.54,0,0,1
157,65004.9,0.0,709447.65,0,0,1
33,2121526.29,0.0,2121526.29,0,0,1
46,1344883.93,0.0,3164280.78,0,0,1
208,28045.48,0.0,544167.68,0,1,0
404,98702.3,0.0,147906.73,0,1,0
328,126728.56,0.0,337841.65,0,1,0
129,717407.65,0.0,717407.65,0,0,1
236,102887.78,0.0,305272.18,0,1,0
398,55138.86,0.0,55138.86,0,1,0
279,6048.12,101542.88,12750150.51,0,1,0
206,251350.18,0.0,1198101.53,0,1,0
163,524494.34,0.0,1238472.85,0,1,0
162,37238.47,0.0,2502449.37,0,1,0
397,417960.03,0.0,2309158.68,0,1,0
12,281134.12,0.0,534282.09,0,1,0
158,487761.3,0.0,7406343.35,0,1,0
42,760.69,120.31,39850.53,0,1,0
178,104701.64,0.0,2120493.77,0,1,0
181,137411.65,0.0,17202130.27,0,1,0
155,237726.42,0.0,237726.42,0,1,0
156,139915.53,0.0,796411.82,0,1,0
381,86432.56,0.0,731506.69,0,1,0
136,299613.64,0.0,6995382.23,0,0,1
133,251785.23,0.0,512285.26,0,1,0
404,197549.88,0.0,378802.56,0,1,0
402,192495.11,0.0,940725.56,0,1,0
225,16340.42,7277.58,16340.42,0,1,0
395,81204.15,0.0,704049.21,0,1,0
41,40263.92,0.0,524126.11,0,1,0
202,177393.07,0.0,11902611.06,0,1,0
301,170140.61,0.0,170140.61,0,1,0
330,128450.87,0.0,244353.96,0,1,0
177,55927.32,0.0,1073777.31,0,1,0
155,1710072.92,0.0,1856404.53,0,0,1
37,103815.54,0.0,5584141.7,0,1,0
599,549209.23,0.0,1139562.07,0,0,1
330,97236.94,0.0,432033.13,0,1,0
399,172215.96,0.0,2912146.35,0,0,1
357,22556.5,0.0,3865036.24,0,1,0
20,647482.38,0.0,1317509.39,0,0,1
159,72364.76,0.0,72364.76,0,1,0
187,218868.7,0.0,2396666.3,0,1,0
321,337635.17,0.0,4405802.0,0,1,0
275,509520.16,0.0,2510926.19,0,0,1
274,45511.73,0.0,2972793.09,0,1,0
186,220784.77,0.0,3850864.24,0,1,0
332,1065549.81,0.0,1065549.81,0,0,1
206,339934.61,0.0,3162520.11,0,1,0
308,24097.44,0.0,111932.59,0,1,0
144,74308.99,0.0,1925118.71,0,1,0
211,773.19,412046.81,773.19,0,1,0
182,41987.31,0.0,2179584.5,0,1,0
350,514300.51,0.0,2563470.35,0,1,0
227,510987.95,0.0,510987.95,0,1,0
33,252734.45,0.0,830314.96,0,1,0
347,315832.52,0.0,2485373.05,0,1,0
187,412867.28,0.0,11943990.32,0,0,1
208,252787.05,0.0,1983500.7,0,1,0
201,149739.85,0.0,2450024.03,0,1,0
378,298388.16,0.0,1259553.16,0,0,1
162,137634.33,0.0,142400.35,0,1,0
131,387594.24,0.0,3588470.36,0,1,0
24,1466266.05,0.0,4081594.82,0,0,1
400,144554.68,0.0,388659.09,0,1,0
137,254801.68,0.0,374618.75,0,1,0
96,36050.01,0.0,107975.25,0,1,0
298,88691.81,0.0,1659453.4,0,1,0
353,158557.45,0.0,1892008.9,0,1,0
254,2530.14,38744.86,394481.19,0,1,0
329,390654.9,0.0,983142.01,0,1,0
350,1363692.02,0.0,2187204.56,0,0,1
185,140173.02,0.0,504864.49,0,0,1
330,614409.28,0.0,2372760.8,0,0,1
154,322791.57,0.0,974484.29,0,1,0
255,100208.24,0.0,242242.84,0,1,0
297,228351.76,0.0,1722500.65,0,1,0
20,126785.24,0.0,715217.0,0,1,0
257,273842.27,0.0,575443.05,0,0,1
37,156400.53,0.0,202113.03,0,1,0
302,180522.42,0.0,2847926.25,0,1,0
205,132482.76,0.0,1008228.4,0,1,0
308,147496.16,0.0,308501.49,0,1,0
228,515179.8,0.0,1417778.15,0,0,1
372,194315.09,0.0,9478147.48,0,1,0
379,129465.45,0.0,699145.38,0,1,0
228,328531.68,0.0,3764563.25,0,1,0
203,60681.02,0.0,247269.4,0,0,1
225,6790.5,0.0,2887930.06,0,1,0
261,93180.13,0.0,100937.59,0,1,0
202,211427.68,0.0,1400709.97,0,1,0
254,351315.0,0.0,351315.0,0,1,0
209,105174.95,0.0,110195.4,0,1,0
408,381924.63,0.0,1845085.36,0,1,0
490,300623.07,0.0,391086.04,0,0,1
403,74530.41,0.0,995526.01,0,1,0
354,1158706.95,0.0,3591321.96,0,0,1
252,284320.28,0.0,284320.28,0,1,0
401,86580.81,0.0,408969.95,0,0,1
15,69181.63,0.0,518879.54,0,1,0
137,295032.87,0.0,1338354.86,0,1,0
178,286048.04,0.0,1681779.64,0,0,1
333,1606607.4,0.0,6914312.54,0,0,1
233,281089.16,0.0,2130076.24,0,1,0
360,324177.58,0.0,818313.76,0,1,0
252,870322.63,0.0,870322.63,0,0,1
347,146682.25,0.0,1439593.18,0,1,0
202,289078.16,0.0,1034322.98,0,1,0
254,60616.42,0.0,313892.28,0,1,0
351,10764.01,0.0,104294.5,0,1,0
131,305198.73,0.0,2134671.76,0,1,0
302,87749.59,0.0,396781.08,0,1,0
253,403783.56,0.0,403783.56,0,1,0
33,235266.72,0.0,4077104.9,0,1,0
235,258440.61,152167.39,775634.99,0,1,0
544,125375.47,0.0,125375.47,0,1,0
332,13022.53,0.0,2025020.1,0,1,0
44,144583.35,0.0,2749390.46,0,1,0
206,23770.01,0.0,643506.01,0,1,0
162,101662.53,0.0,769261.4,0,1,0
302,78941.57,217722.9,887081.6,0,1,0
16,36007.88,0.0,2279158.36,0,1,0
328,149323.51,0.0,2895859.39,0,1,0
11,855479.28,0.0,2019875.23,0,0,1
229,640669.07,0.0,3273801.55,0,0,1
212,30864.97,146908.03,87161.7,0,1,0
22,177356.61,0.0,354770.78,0,1,0
190,131041.39,0.0,131041.39,0,0,1
370,219505.2,84388.8,312810.79,0,1,0
348,37422.34,0.0,37422.34,0,1,0
131,271979.6,0.0,473779.59,0,1,0
153,523220.05,0.0,791637.95,0,0,1
253,369985.26,0.0,3916001.01,0,0,1
162,157231.89,0.0,358651.36,0,1,0
153,121245.85,0.0,344304.59,0,1,0
403,112388.27,0.0,400500.86,0,1,0
130,86513.64,0.0,5812998.47,0,1,0
324,318257.23,0.0,487989.11,0,1,0
544,306018.52,0.0,2529063.91,0,1,0
10,45380.2,0.0,328495.15,0,1,0
22,350931.3,0.0,2488888.91,0,0,1
614,38349.54,0.0,10812290.55,0,1,0
260,37347.14,0.0,2662755.01,0,1,0
130,172602.54,0.0,172602.54,0,1,0
401,226849.1,0.0,226849.1,0,1,0
254,249088.92,0.0,249088.92,0,1,0
354,155236.03,44798.97,246385.41,0,1,0
134,300036.95,0.0,6309624.4,0,0,1
398,438496.38,0.0,438496.38,0,0,1
204,294613.86,0.0,1272791.52,0,1,0
275,116381.24,0.0,784934.48,0,1,0
375,84957.22,17398.78,519157.49,0,1,0
309,87583.02,0.0,223413.69,0,1,0
356,114538.43,0.0,224805.72,0,1,0
205,147125.32,0.0,1911935.31,0,1,0
159,49921.43,0.0,1736725.48,0,1,0
252,359944.6,0.0,2367637.82,0,1,0
542,117291.14,0.0,354595.07,0,1,0
257,124261.75,0.0,2175117.15,0,0,1
37,34893.47,60134.74,3457338.1,0,1,0
167,159044.16,0.0,1343817.16,0,1,0
405,153243.09,0.0,172599.16,0,1,0
36,69941.22,0.0,69941.22,0,1,0
278,132569.71,0.0,175471.16,0,1,0
372,368778.53,0.0,1409722.53,0,1,0
16,152072.95,0.0,564173.86,0,0,1
234,67956.63,0.0,233729.21,0,1,0
352,76566.12,0.0,4909032.24,0,1,0
327,932836.18,0.0,12660162.68,0,0,1
279,183986.15,0.0,1211257.77,0,1,0
23,489197.78,0.0,6528271.54,0,0,1
204,269428.84,0.0,429151.83,0,1,0
184,185812.7,0.0,611185.66,0,0,1
284,21943.14,0.0,856279.26,0,1,0
406,76020.12,0.0,656410.63,0,1,0
15,257663.79,0.0,257663.79,0,1,0
565,296379.31,0.0,626593.38,0,0,1
16,21422.53,0.0,2155371.69,0,1,0
323,264443.53,0.0,871672.32,0,1,0
132,680618.27,0.0,2756987.16,0,0,1
130,53266.1,0.0,786135.97,0,1,0
140,273150.61,0.0,1791713.55,0,1,0
16,152788.41,0.0,1046015.04,0,1,0
232,217938.76,0.0,824513.44,0,1,0
