step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFlaggedFraud,isFraud
186,TRANSFER,335944.49,C190372178,0.0,0.0,C691243051,2729869.75,3065814.24,0,0
322,CASH_OUT,95555.03,C1374060871,31258.0,0.0,C1006913424,395346.16,490901.19,0,0
158,CASH_OUT,29401.58,C614993236,0.0,0.0,C1489595398,2935746.72,2965148.3,0,0
139,CASH_OUT,72711.81,C1688230597,0.0,0.0,C752716221,3040734.25,3113446.06,0,0
394,CASH_OUT,22041.18,C1240540255,0.0,0.0,C672556999,30458.82,52500.0,0,0
203,CASH_OUT,510260.41,C783128846,22221.0,0.0,C1703882382,0.0,510260.41,0,0
259,CASH_OUT,209569.01,C1782737256,198713.0,0.0,C635629038,2621005.15,2830574.16,0,0
380,CASH_OUT,120378.64,C1224213859,0.0,0.0,C300614181,157632.41,278011.05,0,0
131,CASH_OUT,459942.29,C1465203434,0.0,0.0,C2032125695,713485.71,1173428.0,0,0
227,CASH_OUT,81750.61,C1938759400,0.0,0.0,C513148324,3401197.43,3482948.04,0,0
348,CASH_OUT,560979.05,C1082241500,34792.0,0.0,C1955389593,0.0,560979.05,0,0
42,CASH_OUT,99439.29,C1446937927,24115.0,0.0,C729207408,62682.36,162121.65,0,0
153,CASH_OUT,278359.8,C1633247117,29828.0,0.0,C1718808303,0.0,278359.8,0,0
211,CASH_OUT,27194.0,C2003975773,10361.0,0.0,C1840164831,0.0,27194.0,0,0
371,TRANSFER,303066.59,C1056881753,0.0,0.0,C1911435027,387925.8,690992.38,0,0
256,CASH_OUT,4024.18,C2044119894,10662.0,6637.82,C190938965,484841.84,488866.02,0,0
235,CASH_OUT,176263.71,C389955357,121254.0,0.0,C1681058162,39063.85,215327.55,0,0
37,CASH_OUT,402425.78,C921120989,42911.0,0.0,C806676740,44598.98,447024.75,0,0
38,TRANSFER,789784.13,C1504474599,90374.0,0.0,C1449751798,54289.6,844073.73,0,0
308,CASH_OUT,158518.25,C771539301,18828.0,0.0,C1372629083,144303.45,302821.7,0,0
260,CASH_OUT,225823.22,C455437137,61387.0,0.0,C1752145595,215768.09,441591.31,0,0
370,CASH_OUT,354167.78,C1794697581,110047.0,0.0,C1325840931,0.0,354167.78,0,0
371,TRANSFER,1515814.26,C437213639,89.0,0.0,C1423318817,86069.56,1601883.82,0,0
300,CASH_OUT,62712.06,C2010806407,0.0,0.0,C878206965,2728191.13,2790903.19,0,0
299,CASH_OUT,76770.04,C585585733,20036.0,0.0,C1306951855,286214.27,362984.31,0,0
182,CASH_OUT,86840.3,C1863406947,37747.09,0.0,C802672553,3316863.36,3403703.67,0,0
349,TRANSFER,8834.56,C1348831197,0.0,0.0,C1097194,414583.15,423417.71,0,0
235,CASH_OUT,160324.85,C802513213,10718.0,0.0,C1972032214,0.0,160324.85,0,0
401,CASH_OUT,177365.27,C139325769,0.0,0.0,C309293069,390696.25,568061.52,0,0
130,CASH_OUT,319323.83,C969272589,276.0,0.0,C1705237454,1193165.85,1512489.68,0,0
253,CASH_OUT,24478.82,C1970639886,0.0,0.0,C429852595,129093.85,153572.67,0,0
161,CASH_OUT,56597.01,C106237562,8253.0,0.0,C1750625956,1695464.46,1752061.48,0,0
43,TRANSFER,239002.54,C1902286043,0.0,0.0,C1017198432,380953.25,619955.79,0,0
40,CASH_OUT,399142.74,C837513311,42243.0,0.0,C1780292982,42326.29,441469.02,0,0
350,TRANSFER,1279951.77,C1887179055,0.0,0.0,C748572435,1453739.37,2733691.14,0,0
275,CASH_OUT,152532.18,C1090655568,0.0,0.0,C2082546475,240830.88,393363.05,0,0
138,TRANSFER,1013309.9,C716349130,0.0,0.0,C1822558045,1451877.3,2465187.2,0,0
159,TRANSFER,364363.18,C941249251,2069.0,0.0,C2067220504,580707.29,945070.46,0,0
137,CASH_OUT,242588.45,C171071409,0.0,0.0,C548175592,1377739.18,1620327.63,0,0
300,CASH_OUT,155465.98,C791995353,202302.0,46836.02,C708908045,0.0,155465.98,0,0
42,CASH_OUT,106399.36,C998835530,188.0,0.0,C1958123535,1789830.38,1896229.73,0,0
307,TRANSFER,401921.18,C731130852,16115.0,0.0,C1142876217,211554.74,613475.92,0,0
279,CASH_OUT,66809.31,C2110409220,32766.0,0.0,C1135888344,0.0,66809.31,0,0
36,CASH_OUT,38400.33,C1635300109,0.0,0.0,C375686753,141574.24,179974.57,0,0
298,CASH_OUT,126358.48,C24055776,0.0,0.0,C415559436,131220.8,257579.29,0,0
324,TRANSFER,11441620.58,C1207355297,0.0,0.0,C208630649,17619076.82,29060697.4,0,0
180,CASH_OUT,245188.64,C1594818950,0.0,0.0,C794805557,374455.44,619644.09,0,0
354,CASH_OUT,365325.93,C604081527,107757.0,0.0,C1172724324,24859.12,390185.05,0,0
182,CASH_OUT,229282.41,C1055630002,8674.0,0.0,C1351855997,0.0,229282.41,0,0
207,CASH_OUT,105477.01,C602900644,0.0,0.0,C1324512177,3869498.01,3974975.03,0,0
14,CASH_OUT,133957.81,C2052619722,100435.0,0.0,C472751704,102138.16,331674.44,0,0
378,CASH_OUT,79642.98,C2095054910,102845.0,23202.02,C840651965,97577.54,177220.52,0,0
40,CASH_OUT,95744.53,C1125217482,0.0,0.0,C1164332539,2751327.98,2847072.5,0,0
309,CASH_OUT,65970.78,C745806765,0.0,0.0,C688506704,561826.79,627797.58,0,0
276,CASH_OUT,51078.46,C1599260222,0.0,0.0,C541694770,398107.32,449185.77,0,0
142,TRANSFER,231848.44,C243789091,0.0,0.0,C1009893576,1878817.11,2110665.55,0,0
404,CASH_OUT,125404.51,C167871143,168671.0,43266.49,C1131193048,242137.86,367542.37,0,0
238,CASH_OUT,280650.4,C1152261710,0.0,0.0,C2102455279,818067.44,1098717.85,0,0
323,CASH_OUT,63341.51,C1028568072,431.0,0.0,C587888088,344362.54,407704.05,0,0
206,CASH_OUT,425372.33,C1266238687,134887.0,0.0,C1266935255,11182.32,436554.65,0,0
9,CASH_OUT,696276.83,C674664027,40827.0,0.0,C812423980,0.0,1006531.04,0,0
305,CASH_OUT,225496.12,C959377301,31799.0,0.0,C2018220465,0.0,225496.12,0,0
184,CASH_OUT,346971.01,C2055122682,23668.0,0.0,C1746219350,438572.58,785543.59,0,0
325,CASH_OUT,82037.91,C409258126,519.0,0.0,C593737334,3272110.37,3354148.29,0,0
404,CASH_OUT,2835.31,C1858299530,0.0,0.0,C640482448,83440.22,86275.54,0,0
189,CASH_OUT,197194.15,C1447466227,84303.0,0.0,C979546586,210319.62,407513.77,0,0
230,CASH_OUT,337961.87,C1438287651,7550.0,0.0,C393924354,1348450.44,1686412.31,0,0
208,TRANSFER,487581.97,C184685698,0.0,0.0,C1878423922,1826729.66,2314311.63,0,0
40,CASH_OUT,104196.13,C332948447,0.0,0.0,C1442756848,1574266.07,1678462.19,0,0
129,CASH_OUT,115270.76,C403800970,0.0,0.0,C137156091,159102.0,0.0,0,0
187,CASH_OUT,64145.27,C1138850645,29991.0,0.0,C1889910114,26004.6,90149.86,0,0
16,CASH_OUT,24999.79,C492766117,6015.0,0.0,C1793910007,60653.7,85653.49,0,0
301,CASH_OUT,78502.59,C1410264767,172306.0,93803.41,C871770027,0.0,78502.59,0,0
217,CASH_OUT,271387.58,C1911228102,40899.48,0.0,C67554678,896386.28,1167773.86,0,0
249,CASH_OUT,135339.81,C1437381796,0.0,0.0,C59935339,371143.66,506483.46,0,0
300,CASH_OUT,136929.95,C1290513228,2.0,0.0,C737746149,0.0,136929.95,0,0
592,CASH_OUT,7365.34,C839755889,10120.0,2754.66,C346676825,20976457.59,20983822.93,0,0
210,CASH_OUT,12391.91,C604143636,0.0,0.0,C1389841047,3143842.32,3156234.23,0,0
400,CASH_OUT,149207.09,C1117542939,0.0,0.0,C1496833672,2091086.94,2240294.03,0,0
37,CASH_OUT,52621.83,C2053277979,919.0,0.0,C1348882722,0.0,52621.83,0,0
183,CASH_OUT,94920.54,C824994764,0.0,0.0,C1628826951,440428.13,580388.68,0,0
256,TRANSFER,685829.92,C243311852,0.0,0.0,C1837275025,3257494.27,3943324.19,0,0
208,CASH_OUT,357012.59,C348409481,229434.22,0.0,C1180773417,1705258.84,2062271.42,0,0
229,CASH_OUT,66035.9,C277536689,30866.0,0.0,C1162168468,0.0,66035.9,0,0
332,CASH_OUT,305126.65,C2105375725,0.0,0.0,C38760776,656419.16,961545.81,0,0
305,CASH_OUT,76796.04,C1699695844,1187.0,0.0,C338328600,0.0,76796.04,0,0
204,CASH_OUT,291612.14,C2095143149,0.0,0.0,C24724825,344786.93,636399.08,0,0
400,TRANSFER,29331.17,C1496356809,6427.0,0.0,C2012551862,0.0,29331.17,0,0
686,TRANSFER,699278.51,C1398838649,184833.22,0.0,C800744384,5477015.93,6176294.43,0,0
354,CASH_OUT,84581.88,C1264758703,0.0,0.0,C937303970,225947.8,310529.67,0,0
211,TRANSFER,245674.45,C697210929,0.0,0.0,C861147836,940998.61,1834954.43,0,0
263,CASH_OUT,186319.45,C413150565,0.0,0.0,C548116653,3804407.13,3990726.58,0,0
186,CASH_OUT,389344.41,C130911591,143999.5,0.0,C159045050,855190.51,1244534.92,0,0
283,CASH_OUT,75097.19,C1250270289,0.0,0.0,C748654331,219616.96,294714.15,0,0
228,CASH_OUT,413530.14,C15001878,490.0,0.0,C2135192965,0.0,413530.14,0,0
353,CASH_OUT,201536.36,C1004993646,0.0,0.0,C837103608,1734790.01,1936326.37,0,0
232,CASH_OUT,12853.95,C1883683996,26967.0,14113.05,C1468175749,92617.6,105471.55,0,0
278,CASH_OUT,28438.08,C1209411152,44462.0,16023.92,C1956015105,0.0,28438.08,0,0
328,CASH_OUT,243800.89,C690293097,1751.0,0.0,C25692977,4974013.34,5217814.23,0,0
211,CASH_OUT,357360.92,C1630766768,0.0,0.0,C1312131305,6072158.4,6429519.31,0,0
211,CASH_OUT,50688.52,C2090832637,108381.0,57692.48,C2138508873,13036305.09,13086993.61,0,0
399,CASH_OUT,154796.56,C19312992,0.0,0.0,C1149494540,8171427.87,8326224.42,0,0
396,TRANSFER,2173435.54,C980206117,285935.94,0.0,C1857201732,6199211.46,8372647.0,0,0
233,CASH_OUT,24305.07,C839775620,36138.0,11832.93,C1022890220,778517.64,802822.71,0,0
236,CASH_OUT,140346.91,C1480967784,24232.25,0.0,C497383602,347236.69,487583.61,0,0
9,CASH_OUT,194375.58,C425517,45459.0,0.0,C547920626,224922.58,55788.51,0,0
686,CASH_OUT,196259.66,C1668933229,422097.0,225837.34,C66373285,0.0,196259.66,0,0
205,TRANSFER,277331.5,C1624288654,0.0,0.0,C1736189812,2079188.15,2203899.78,0,0
178,CASH_OUT,37859.76,C50173640,44308.0,6448.24,C1165410870,980230.87,1018090.63,0,0
18,CASH_OUT,308012.44,C2046634813,46698.0,0.0,C635760346,2188359.49,2496371.92,0,0
187,CASH_OUT,13825.6,C1718452402,0.0,0.0,C1684875652,381052.12,394877.71,0,0
399,TRANSFER,297203.36,C430945087,11475.0,0.0,C946833226,58727.2,355930.56,0,0
204,TRANSFER,249671.39,C1137767800,69834.0,0.0,C1146263984,411422.52,661093.91,0,0
394,TRANSFER,3127896.92,C1076886493,155807.0,0.0,C2013882520,627703.81,3755600.72,0,0
396,CASH_OUT,16861.63,C1038254634,0.0,0.0,C153805928,131271.37,148133.01,0,0
395,TRANSFER,1482328.75,C1894729151,293803.91,0.0,C1273394446,10794566.94,12276895.69,0,0
305,CASH_OUT,143045.95,C2088465029,50338.0,0.0,C1695105361,173785.91,316831.85,0,0
160,CASH_OUT,53395.21,C1595053510,0.0,0.0,C1760264878,1962150.75,2015545.96,0,0
569,CASH_OUT,34186.09,C1588346170,0.0,0.0,C1018653246,66030.87,100216.95,0,0
395,CASH_OUT,165038.37,C1761714335,0.0,0.0,C993925242,2580854.67,2745893.03,0,0
19,CASH_OUT,242307.04,C675490784,31588.0,0.0,C540667293,72443.27,387178.2,0,0
235,TRANSFER,284299.59,C994823293,484245.0,199945.41,C1093751121,0.0,724151.78,0,0
9,CASH_OUT,755070.38,C633403831,463210.78,0.0,C885951223,7882930.45,8684020.95,0,0
374,CASH_OUT,355890.7,C1858221121,0.0,0.0,C664718276,2442801.2,2798691.9,0,0
129,CASH_OUT,141966.16,C1797616505,0.0,0.0,C2059328481,362289.67,504255.83,0,0
211,TRANSFER,173253.06,C1711871685,0.0,0.0,C764235729,276318.52,449571.58,0,0
688,CASH_OUT,85493.43,C71160223,0.0,0.0,C1516682608,2458767.51,2544260.94,0,0
33,CASH_OUT,71269.91,C2121660819,2032.0,0.0,C884350133,0.0,71269.91,0,0
17,CASH_OUT,199088.78,C25455211,1693.0,0.0,C107352051,51230.0,69378.16,0,0
307,CASH_OUT,194695.32,C5909749,50437.0,0.0,C1586106742,295431.37,490126.69,0,0
325,CASH_OUT,541335.69,C981040218,2197.0,0.0,C1137172445,284526.52,825862.21,0,0
185,CASH_OUT,153233.4,C926216487,10747.0,0.0,C1470334995,1873357.38,2026590.78,0,0
154,TRANSFER,814413.32,C1814844932,0.0,0.0,C702129643,2419921.64,3234334.96,0,0
17,CASH_OUT,280271.63,C296068314,4095.0,0.0,C1326829977,2594214.22,2874485.85,0,0
228,CASH_OUT,168188.05,C1974649854,0.0,0.0,C1891549125,2077739.44,2245927.48,0,0
19,CASH_OUT,130629.6,C914485038,117884.0,0.0,C391166050,0.0,214521.57,0,0
203,CASH_OUT,237129.01,C1295303314,0.0,0.0,C868778065,531447.13,768576.13,0,0
191,CASH_OUT,100774.71,C1184226371,16934.29,0.0,C1437885500,290753.65,391528.36,0,0
404,CASH_OUT,334937.86,C268563141,0.0,0.0,C141206662,658337.61,993275.47,0,0
161,CASH_OUT,225011.55,C1928863521,120885.0,0.0,C1831443036,470918.34,695929.89,0,0
158,CASH_OUT,386965.7,C1493175870,0.0,0.0,C745067909,1391891.81,2106754.52,0,0
13,CASH_OUT,257439.41,C870896998,101905.0,0.0,C53072476,0.0,257439.41,0,0
356,CASH_OUT,145451.94,C465194928,0.0,0.0,C1209957098,4406463.41,4551915.35,0,0
187,TRANSFER,609644.76,C1404721484,0.0,0.0,C731485628,2337558.15,2947202.91,0,0
158,CASH_OUT,204861.63,C2028480629,1018.0,0.0,C604584777,0.0,204861.63,0,0
181,CASH_OUT,172676.16,C704809114,5374.0,0.0,C1513629238,381194.75,916179.54,0,0
131,CASH_OUT,271703.13,C1658496479,10200.0,0.0,C2081232272,24586.29,296289.41,0,0
254,CASH_OUT,143410.87,C1993642193,0.0,0.0,C185286073,4524769.52,4668180.38,0,0
186,TRANSFER,531498.93,C1091205334,0.0,0.0,C167693903,1858040.85,2389539.78,0,0
373,CASH_OUT,149362.89,C1071818784,0.0,0.0,C624387620,399742.43,549105.32,0,0
372,CASH_OUT,218140.1,C964766082,1731.0,0.0,C1190961015,0.0,218140.1,0,0
328,TRANSFER,3451492.6,C773499724,25023.0,0.0,C1426977373,530713.95,3982206.55,0,0
253,TRANSFER,308572.35,C1507291379,0.0,0.0,C1052186381,596919.97,905492.33,0,0
186,CASH_OUT,59717.77,C1131870505,10236.0,0.0,C416478422,0.0,59717.77,0,0
330,TRANSFER,635912.5,C1625349673,273.0,0.0,C1284937003,1560143.29,2196055.8,0,0
251,CASH_OUT,100560.63,C1492028027,0.0,0.0,C146236069,1247314.1,1347874.73,0,0
187,CASH_OUT,139481.43,C426783777,0.0,0.0,C1693305214,1825598.94,1965080.38,0,0
394,CASH_OUT,194477.09,C1895454854,0.0,0.0,C1438236625,568237.69,762714.78,0,0
18,TRANSFER,573833.08,C2140058387,3257.0,0.0,C80561466,0.0,573833.08,0,0
141,CASH_OUT,138875.67,C775158723,20957.0,0.0,C946402629,252968.53,391844.2,0,0
349,TRANSFER,490551.1,C2117466629,0.0,0.0,C1555683185,583011.53,1073562.63,0,0
334,CASH_OUT,114403.42,C2106013440,0.0,0.0,C176329267,415333.78,529737.2,0,0
399,CASH_OUT,44263.96,C61079812,23145.0,0.0,C141460994,355091.16,399355.12,0,0
225,CASH_OUT,16230.94,C1080763876,0.0,0.0,C1620273285,1212862.59,1229093.53,0,0
210,CASH_OUT,85465.82,C1506396064,0.0,0.0,C654865745,5132917.91,5218383.73,0,0
210,CASH_OUT,112816.62,C1573397211,5260.0,0.0,C390347509,46741.19,159557.8,0,0
35,CASH_OUT,194194.91,C1677291996,160.0,0.0,C1998895708,19943.0,214137.91,0,0
377,CASH_OUT,192469.76,C988957207,0.0,0.0,C1762797083,352565.46,545035.23,0,0
401,CASH_OUT,341181.22,C197910986,28.0,0.0,C1962572889,1212574.7,1553755.92,0,0
164,CASH_OUT,376845.33,C1912411254,0.0,0.0,C7017040,1436055.91,1812901.23,0,0
43,TRANSFER,204378.22,C1083442338,560.0,0.0,C476276186,2552019.82,2756398.04,0,0
256,CASH_OUT,398808.56,C1663663159,5046.0,0.0,C1851615150,155366.1,409329.79,0,0
33,TRANSFER,93195.75,C593498094,0.0,0.0,C197353092,4189460.72,4385411.65,0,0
379,CASH_OUT,82386.96,C778039238,0.0,0.0,C1506564506,583475.59,665862.55,0,0
404,CASH_OUT,183383.11,C1647720104,26572.0,0.0,C309396642,0.0,183383.11,0,0
402,TRANSFER,791268.31,C296402675,0.0,0.0,C1828345943,2134538.09,2925806.4,0,0
401,CASH_OUT,109035.33,C2031724966,5776.47,0.0,C1932679570,2436977.23,2546012.56,0,0
379,TRANSFER,441643.57,C1668528346,0.0,0.0,C464601431,11136330.31,11577973.88,0,0
209,CASH_OUT,146570.74,C914959033,8435.0,0.0,C72444754,21192.0,15368099.26,0,0
139,CASH_OUT,73018.79,C1156237009,0.0,0.0,C19564754,1828100.55,1901119.34,0,0
211,CASH_OUT,168851.69,C693227198,4169.0,0.0,C612279349,444484.72,472325.42,0,0
162,TRANSFER,623600.66,C1330704248,20743.0,0.0,C967404639,3759743.34,4383344.0,0,0
404,TRANSFER,1511365.91,C990983953,0.0,0.0,C146815207,2260341.32,3771707.23,0,0
299,CASH_OUT,156507.51,C1456529336,11233.0,0.0,C1398997292,0.0,156507.51,0,0
184,CASH_OUT,182952.36,C342709896,0.0,0.0,C183502913,7032219.39,7215171.75,0,0
162,TRANSFER,696808.52,C1001961923,50349.0,0.0,C1587164325,464013.8,1160822.32,0,0
162,CASH_OUT,115046.94,C282317515,0.0,0.0,C1858845093,199129.0,290980.2,0,0
333,CASH_OUT,71320.97,C228290879,0.0,0.0,C215106804,11166282.22,11237603.19,0,0
18,CASH_OUT,89618.72,C280562972,386805.0,297186.28,C1435030809,66286.0,0.0,0,0
19,TRANSFER,880107.73,C1551820411,0.0,0.0,C1165773679,1097472.54,1980687.14,0,0
229,TRANSFER,633509.2,C355619769,0.0,0.0,C491710506,1806770.31,2596925.95,0,0
133,CASH_OUT,211798.05,C432120903,0.0,0.0,C141213117,5608741.75,5820539.81,0,0
396,CASH_OUT,306110.85,C287239312,0.0,0.0,C315481197,1059261.1,1365371.95,0,0
332,CASH_OUT,82352.72,C1930246138,20506.0,0.0,C1232569556,369540.83,451893.55,0,0
353,CASH_OUT,60991.05,C1840977197,0.0,0.0,C1627625940,7897010.92,7958001.97,0,0
234,CASH_OUT,103227.08,C1607695764,2044.0,0.0,C1378009352,355416.63,458643.71,0,0
378,TRANSFER,298729.01,C912918533,7084.0,0.0,C1968089934,612692.61,911421.62,0,0
35,CASH_OUT,412571.06,C852589642,94991.31,0.0,C1700442291,1676738.0,2089309.06,0,0
380,CASH_OUT,116967.55,C776859649,10726.0,0.0,C699100601,373110.17,490077.72,0,0
346,CASH_OUT,178418.99,C1499554548,26313.0,0.0,C735537152,370505.07,548924.06,0,0
681,CASH_OUT,361237.5,C1941744549,0.0,0.0,C735823110,898535.28,1259772.79,0,0
208,CASH_OUT,70211.27,C782016944,0.0,0.0,C221282978,151559.43,221770.7,0,0
297,CASH_OUT,479860.99,C2100798462,14932.0,0.0,C1573619709,0.0,479860.99,0,0
260,CASH_OUT,238381.24,C71486274,6134.0,0.0,C743017543,1783848.26,2022229.5,0,0
186,CASH_OUT,317665.96,C799528193,131308.0,0.0,C1684163182,0.0,317665.96,0,0
546,CASH_OUT,67726.46,C1024497852,5633.0,0.0,C1635429169,0.0,67726.46,0,0
396,CASH_OUT,121410.85,C1643515879,0.0,0.0,C577612475,1488712.36,1610123.21,0,0
586,CASH_OUT,151931.47,C891536322,99879.0,0.0,C1129832474,337574.52,489505.99,0,0
327,CASH_OUT,192787.16,C1898107737,62039.0,0.0,C1771614344,731419.8,924206.95,0,0
522,CASH_OUT,147618.86,C103356847,238256.0,90637.14,C9597408,0.0,147618.86,0,0
358,CASH_OUT,220254.85,C853110046,0.0,0.0,C1891490132,308772.52,529027.38,0,0
380,CASH_OUT,91227.46,C565282706,5007.0,0.0,C1397853003,0.0,91227.46,0,0
687,CASH_OUT,60457.2,C1678718334,0.0,0.0,C598566374,2103291.7,2163748.9,0,0
396,CASH_OUT,375067.17,C1339805765,341694.0,0.0,C334514940,0.0,375067.17,0,0
158,CASH_OUT,56750.02,C1831030176,5044.0,0.0,C1872325182,3917263.7,3974013.72,0,0
8,CASH_OUT,140232.61,C1650229036,0.0,0.0,C414205222,186941.98,476642.33,0,0
144,TRANSFER,172349.49,C1701369302,32355.0,0.0,C1419706548,636928.63,809278.12,0,0
321,CASH_OUT,184769.73,C841884814,10368.0,0.0,C727148634,1585231.82,1770001.55,0,0
353,CASH_OUT,26159.48,C231751923,10166.0,0.0,C1389121874,0.0,26159.48,0,0
322,TRANSFER,1047737.17,C482376368,0.0,0.0,C326978899,2094778.79,3142515.96,0,0
181,CASH_OUT,139106.42,C1106408289,10539.0,0.0,C1394130697,542014.78,681121.21,0,0
133,CASH_OUT,255420.36,C1450252700,0.0,0.0,C1164878300,430600.02,686020.37,0,0
21,CASH_OUT,6214.13,C2062298506,75650.0,69435.87,C1614015141,335986.44,342200.57,0,0
44,CASH_OUT,209521.19,C619121586,0.0,0.0,C1682627306,6350806.08,6560327.27,0,0
598,CASH_OUT,79290.79,C1998875299,43444.0,0.0,C1598475120,320962.66,400253.45,0,0
356,CASH_OUT,31921.22,C279308840,24226.52,0.0,C1951892960,108701.76,140622.99,0,0
255,TRANSFER,54513.63,C1144024744,0.0,0.0,C1589935848,2540343.73,2594857.36,0,0
284,CASH_OUT,67437.52,C107332208,0.0,0.0,C1651900045,3478097.11,3545534.63,0,0
278,CASH_OUT,147629.0,C667270116,0.0,0.0,C1041150727,3200670.95,3348299.95,0,0
371,CASH_OUT,35485.64,C1382407709,144139.0,108653.36,C1099151900,83361.0,118846.64,0,0
358,CASH_OUT,362462.35,C533201217,0.0,0.0,C2112049102,5220649.75,5583112.11,0,0
374,CASH_OUT,174433.86,C923360866,7085.0,0.0,C1942039901,783036.23,957470.1,0,0
35,TRANSFER,1626420.99,C947640586,14787.0,0.0,C1084323741,814015.74,2440436.73,0,0
231,CASH_OUT,271822.39,C1869414739,207.0,0.0,C403826202,0.0,271822.39,0,0
40,CASH_OUT,197791.92,C227232662,16393.0,0.0,C2077414229,0.0,197791.92,0,0
209,CASH_OUT,306507.49,C1006960020,26635.0,0.0,C2137669480,21488.58,327996.07,0,0
372,CASH_OUT,132649.13,C109937426,10683.0,0.0,C1051411487,65254.43,197903.56,0,0
393,CASH_OUT,218905.04,C732442780,78529.69,0.0,C1296798452,1019266.52,1238171.56,0,0
332,CASH_OUT,74902.19,C1439074628,0.0,0.0,C191980817,224821.63,299723.83,0,0
183,CASH_OUT,134510.05,C536178488,76747.0,0.0,C1570813073,77630.43,212140.48,0,0
133,TRANSFER,1367351.35,C1764568102,23553.0,0.0,C666330334,0.0,1367351.35,0,0
402,CASH_OUT,161650.93,C2063297373,45929.0,0.0,C1736836621,0.0,161650.93,0,0
567,TRANSFER,385970.94,C1453513008,0.0,0.0,C2008882326,7892650.0,8278620.95,0,0
20,CASH_OUT,70163.88,C758084005,25749.0,0.0,C1604828866,1004664.68,1074828.57,0,0
258,TRANSFER,4021.4,C1038055846,50173.0,46151.6,C188249338,0.0,4021.4,0,0
159,TRANSFER,494157.78,C404433150,30979.95,0.0,C875652477,826809.61,1320967.4,0,0
398,TRANSFER,617253.93,C1160844390,6684.83,0.0,C957423455,637321.48,1254575.41,0,0
522,CASH_OUT,554.9,C1235817252,11905.0,11350.1,C837072885,173996.83,174551.73,0,0
165,CASH_OUT,122928.24,C1160891654,65388.0,0.0,C1055588905,838908.17,961836.41,0,0
254,CASH_OUT,127232.68,C821278814,67109.0,0.0,C1233168784,34760.74,161993.41,0,0
37,CASH_OUT,231634.9,C517515263,0.0,0.0,C768957592,723185.88,954820.78,0,0
431,CASH_OUT,98984.38,C465124393,0.0,0.0,C864830599,147639.78,246624.16,0,0
277,CASH_OUT,230948.39,C1015119257,0.0,0.0,C191392017,3298731.78,3529680.16,0,0
403,CASH_OUT,88463.43,C1711072378,6092.0,0.0,C113678590,0.0,88463.43,0,0
9,CASH_OUT,116758.87,C18701917,0.0,0.0,C1827996167,347511.7,408498.93,0,0
130,CASH_OUT,281214.16,C1435158292,0.0,0.0,C137441555,511007.07,792221.23,0,0
348,CASH_OUT,286796.03,C151685889,1013.0,0.0,C989590502,257831.88,544627.91,0,0
278,TRANSFER,393862.4,C1153794650,13445.82,0.0,C1535675275,1769355.66,2163218.06,0,0
21,CASH_OUT,158824.5,C1771097685,0.0,0.0,C291653050,546951.34,705775.84,0,0
34,CASH_OUT,133728.85,C1309923619,203247.0,69518.15,C1297764081,29850251.25,29983980.11,0,0
354,CASH_OUT,41924.13,C455792873,747741.7,705817.57,C1169646892,3729619.09,3771543.22,0,0
17,CASH_OUT,253244.14,C1280123894,0.0,0.0,C1634976194,555567.14,808811.28,0,0
225,TRANSFER,1391825.98,C1403215007,0.0,0.0,C2105002374,3002351.35,4394177.33,0,0
356,CASH_OUT,143661.73,C1084043456,0.0,0.0,C1559029461,169865.27,313527.0,0,0
331,CASH_OUT,224777.73,C1225514811,12435.0,0.0,C8029381,0.0,224777.73,0,0
136,CASH_OUT,580231.64,C1710121970,0.0,0.0,C1337080536,3712974.27,4293205.91,0,0
255,CASH_OUT,51442.07,C276961925,46891.0,0.0,C1159359182,89275.55,140717.62,0,0
13,TRANSFER,222514.32,C674720524,235094.97,12580.66,C371493653,2569508.69,2792023.01,0,0
162,CASH_OUT,293216.18,C2042466586,22.0,0.0,C2068065212,443535.31,720784.06,0,0
356,TRANSFER,174671.61,C285098439,0.0,0.0,C170099156,10179807.52,10354479.12,0,0
13,TRANSFER,527020.8,C9225816,0.0,0.0,C2077026990,764577.36,1291598.16,0,0
401,CASH_OUT,164054.46,C1906169774,0.0,0.0,C582131410,1750225.0,1914279.45,0,0
44,CASH_OUT,84730.4,C1549613521,0.0,0.0,C162323653,742203.13,910202.76,0,0
227,TRANSFER,2560272.13,C1808021617,0.0,0.0,C1913557950,5667209.05,8227481.18,0,0
40,CASH_OUT,165400.38,C1931786668,0.0,0.0,C1111526074,295475.05,460875.43,0,0
253,TRANSFER,55638.39,C624769833,0.0,0.0,C2035440940,188184.86,243823.25,0,0
130,TRANSFER,111389.61,C330714582,98039.0,0.0,C507581356,193026.39,304416.0,0,0
380,CASH_OUT,159471.77,C1550735576,25068.0,0.0,C722326970,0.0,159471.77,0,0
231,CASH_OUT,228893.05,C628495844,0.0,0.0,C289770410,741430.0,970323.05,0,0
325,CASH_OUT,274833.51,C1230809176,0.0,0.0,C1109077852,354267.06,629100.57,0,0
136,CASH_OUT,340444.6,C950288515,18997.0,0.0,C1677576547,0.0,340444.6,0,0
260,CASH_OUT,213349.88,C1043614994,46508.9,0.0,C409821235,6577851.65,6791201.52,0,0
397,CASH_OUT,121026.07,C893897888,0.0,0.0,C408236679,748771.14,869797.21,0,0
